"expName","date","participant","trial","resp_time","verb","translation_simple","translation_details","comment"
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,0,14.5579886969,"WADE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,1,24.3684128178,"KNEEL","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,2,2.18049598258,"STAGGER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,3,2.95241519477,"GESTURE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,4,2.51604321811,"CUT","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,5,2.80118025615,"WOBBLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,6,1.56011751988,"WADDLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,7,1.89546917869,"SLIP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,8,2.66699249618,"BOUNCE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,9,10.5660772761,"GRIP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,10,25.6607360165,"FILE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,11,2.01291399049,"PUNCH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,12,1.92907321128,"CYCLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,13,4.54516202445,"STAMP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,14,1.6605902229,"WASH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,15,1.77818280379,"POKE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,16,2.41542788237,"SWITCH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,17,2.09667219286,"WALK","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,18,1.57676919892,"TRUDGE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,19,1.5602072086,"DUNK","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,20,1.52659053266,"LUMBER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,21,2.48231670312,"HIKE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,22,2.06310727561,"PEDAL","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,23,1.49293237075,"CLAP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,24,2.23088010317,"TOSS","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,25,1.6606166949,"SHAKE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,26,1.64383739712,"SAUNTER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,27,1.39247942296,"STRUT","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,28,1.34209569747,"WHIP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,29,1.22443673903,"SHAMBLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,30,1.56003217731,"SCRUB","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,31,1.99619158775,"RUN","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,32,1.66062222637,"JUMP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,33,1.34198822905,"TUG","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,34,2.66693994728,"SKIP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,35,2.14707567357,"SNEAK","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,36,1.24150801904,"HOBBLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,37,1.2583023308,"GRATE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,38,5.26643634708,"WANDER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,39,0.956182121047,"GRASP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,40,1.34209135132,"SNATCH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,41,1.27503461115,"DASH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,42,1.7447376032,"CLEAN","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,43,3.33784358287,"TWINE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,44,1.64374138672,"KNOCK","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,45,1.92907084066,"TIPTOE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,46,1.05679666658,"RAMBLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,47,1.7781922863,"PUSH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,48,1.76135174731,"SPRINT","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,49,1.30841857054,"SLITHER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,50,1.2581087296,"SCOOP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,51,1.375378115,"SCRATCH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_13_1343",807,52,2.11353999406,"BIND","","",""
